,Year,Copper,Iron,Zinc,Manganese,Lead
1641,2019.0,0.005,0.008,0.0,0.0,0.0
1642,2019.0,0.048,0.007,0.008,0.0,0.008
1643,2019.0,0.021,0.039,0.016,0.0,0.016
1644,2019.0,0.029,0.017,0.0,0.0,0.0
1645,2019.0,0.046,0.006,0.014,0.0,0.014
1646,2019.0,0.022,0.007,0.008,0.0,0.008
1647,2019.0,0.029,0.0,0.0,0.0,0.0
1648,2019.0,0.01,0.0,0.007,0.007,0.007
1649,2019.0,0.01,0.0,0.005,0.0,0.005
1650,2019.0,0.01,0.038,0.0,0.0,0.0
1651,2019.0,0.006,0.061,0.0,0.0,0.0
1652,2019.0,0.012,0.01,0.0,0.0,0.0
1653,2019.0,0.015,0.008,0.0,0.0,0.0
1654,2019.0,0.064,0.0,0.0,0.0,0.0
1655,2019.0,0.007,0.023,0.0,0.0,0.0
1656,2019.0,0.028,0.041,0.013,0.0,0.013
1657,2019.0,0.038,0.008,0.025,0.0,0.025
1658,2019.0,0.027,0.019,0.0,0.0,0.0
1659,2019.0,0.0,0.0,0.01,0.004,0.01
1660,2019.0,0.052,0.024,0.061,0.003,0.061
1661,2019.0,0.016,0.0,0.0,0.005,0.0
1662,2019.0,0.008,0.006,0.0,0.006,0.0
1663,2019.0,0.006,0.009,0.014,0.009,0.014
1664,2019.0,0.009,0.008,0.016,0.003,0.016
1665,2019.0,0.054,0.016,0.017,0.002,0.017
1666,2019.0,0.0,0.0,0.0,0.0,0.0
1667,2019.0,0.0,0.013,0.0,0.0,0.0
1668,2019.0,0.0,0.0,0.024,0.0,0.024
1669,2019.0,0.013,0.017,0.01,0.0,0.01
1670,2019.0,0.024,0.308,0.0,0.0,0.0
1671,2019.0,0.0,0.0,0.0,0.0,0.0
1672,2019.0,0.033,0.007,0.01,0.002,0.01
1673,2019.0,0.017,0.017,0.017,0.003,0.017
1674,2019.0,0.0,0.006,0.007,0.0,0.007
1675,2019.0,0.0,0.0,0.018,0.0,0.018
1676,2019.0,0.006,0.007,0.059,0.004,0.059
1677,2019.0,0.029,0.025,0.056,0.0,0.056
1678,2019.0,0.014,0.006,0.006,0.0,0.006
1679,2019.0,0.02,0.025,0.0,0.0,0.0
1680,2019.0,0.0,0.0,0.0,0.0,0.0
1681,2019.0,0.02,0.021,0.008,0.0,0.008
1682,2019.0,0.0,0.019,0.0,0.0,0.0
1683,2019.0,0.01,0.007,0.007,0.0,0.007
1684,2019.0,0.008,0.044,0.0,0.0,0.0
1685,2019.0,0.032,0.011,0.009,0.0,0.009
1686,2019.0,0.013,0.006,0.007,0.0,0.007
1687,2019.0,0.009,0.0,0.0,0.0,0.0
1688,2019.0,0.007,0.012,0.0,0.0,0.0
1689,2019.0,0.01,0.009,0.006,0.0,0.006
1690,2019.0,0.027,0.005,0.007,0.0,0.007
1691,2019.0,0.006,0.016,0.006,0.0,0.006
1692,2019.0,0.0,0.011,0.0,0.0,0.0
1693,2019.0,0.014,0.013,0.0,0.0,0.0
1694,2019.0,0.009,0.007,0.009,0.0,0.009
1695,2019.0,0.0,0.023,0.0,0.0,0.0
1696,2019.0,0.009,0.024,0.033,0.0,0.033
1697,2019.0,0.007,0.22,0.0,0.003,0.0
1698,2019.0,0.023,0.015,0.006,0.0,0.006
1699,2019.0,0.022,0.025,0.006,0.0,0.006
1700,2019.0,0.0,0.029,0.0,0.0,0.0
1701,2019.0,0.015,0.017,0.0,0.0,0.0
1702,2019.0,0.014,0.035,0.0,0.0,0.0
1703,2019.0,0.006,0.012,0.0,0.0,0.0
1704,2019.0,0.009,0.007,0.0,0.0,0.0
1705,2019.0,0.013,0.009,0.0,0.0,0.0
1706,2019.0,0.006,0.0,0.013,0.0,0.013
1707,2019.0,0.015,0.042,0.007,0.0,0.007
1708,2019.0,0.007,0.0,0.0,0.0,0.0
1709,2019.0,0.023,0.043,0.009,0.0,0.009
1710,2019.0,0.013,0.014,0.008,0.0,0.008
1711,2019.0,0.007,0.008,0.009,0.0,0.009
1712,2019.0,0.124,0.009,0.006,0.0,0.006
1713,2019.0,0.012,0.03,0.0,0.0,0.0
1714,2019.0,0.024,0.018,0.009,0.0,0.009
1715,2019.0,0.007,0.016,0.0,0.0,0.0
1716,2019.0,0.013,0.0,0.006,0.0,0.006
1717,2019.0,0.03,0.102,0.0,0.003,0.0
1718,2019.0,0.009,0.107,0.0,0.003,0.0
1719,2019.0,0.015,0.054,0.01,0.0,0.01
1720,2019.0,0.089,0.126,0.054,0.0,0.054
1721,2019.0,0.017,0.017,0.0,0.0,0.0
1722,2019.0,0.09,0.0,0.0,0.0,0.0
1723,2019.0,0.026,0.065,0.009,0.0,0.009
1724,2019.0,0.036,0.014,0.005,0.0,0.005
1725,2019.0,0.007,0.036,0.0,0.0,0.0
1726,2019.0,0.008,0.023,0.0,0.0,0.0
1727,2019.0,0.006,0.102,0.0,0.0,0.0
1728,2019.0,0.006,0.0,0.012,0.0,0.012
1729,2019.0,0.0,0.016,0.0,0.0,0.0
1730,2019.0,0.0,0.009,0.013,0.0,0.013
1731,2019.0,0.0,0.009,0.011,0.0,0.011
1732,2019.0,0.104,0.006,0.019,0.0,0.019
1733,2019.0,0.0,0.007,0.0,0.0,0.0
1734,2019.0,0.0,0.026,0.0,0.0,0.0
1735,2019.0,0.0,0.01,0.0,0.0,0.0
1736,2019.0,0.026,0.121,0.0,0.003,0.0
1737,2019.0,0.0,0.008,0.0,0.0,0.0
1738,2019.0,0.0,0.023,0.0,0.0,0.0
1739,2019.0,0.021,0.012,0.0,0.0,0.0
1740,2019.0,0.0,0.019,0.006,0.0,0.006
1741,2019.0,0.01,0.023,0.01,0.0,0.01
1742,2019.0,0.009,0.037,0.014,0.0,0.014
1743,2019.0,0.035,0.766,0.0,0.0,0.0
1744,2019.0,0.023,0.033,0.0,0.0,0.0
1745,2019.0,0.032,0.03,0.009,0.0,0.009
1746,2019.0,0.011,0.124,0.01,0.003,0.01
1747,2019.0,0.024,0.032,0.007,0.0,0.007
1748,2019.0,0.0,0.01,0.079,0.0,0.079
1749,2019.0,0.026,0.021,0.01,0.0,0.01
1750,2019.0,0.053,0.031,0.007,0.0,0.007
1751,2019.0,0.012,0.015,0.008,0.0,0.008
1752,2019.0,0.0,0.015,0.014,0.0,0.014
1753,2019.0,0.0,0.015,0.024,0.0,0.024
1754,2019.0,0.065,0.113,0.0,0.003,0.0
1755,2019.0,0.029,0.028,0.0,0.0,0.0
1756,2019.0,0.027,0.018,0.0,0.0,0.0
1757,2019.0,0.0,0.014,0.0,0.0,0.0
1758,2019.0,0.014,0.01,0.006,0.0,0.006
1759,2019.0,0.035,0.021,0.0,0.0,0.0
1760,2019.0,0.07,0.071,0.048,0.0,0.048
1761,2019.0,0.025,0.02,0.009,0.0,0.009
1762,2019.0,0.016,0.052,0.0,0.0,0.0
1763,2019.0,0.203,0.009,0.008,0.0,0.008
1764,2019.0,0.007,0.022,0.008,0.0,0.008
1765,2019.0,0.01,0.01,0.0,0.0,0.0
1766,2019.0,0.006,0.068,0.0,0.0,0.0
1767,2019.0,0.022,0.025,0.019,0.0,0.019
1768,2019.0,0.017,0.045,0.0,0.0,0.0
1769,2019.0,0.015,0.032,0.0,0.0,0.0
1770,2019.0,0.0,0.0,0.0,0.0,0.0
1771,2019.0,0.012,0.09,0.0,0.0,0.0
1772,2019.0,0.013,0.053,0.009,0.0,0.009
1773,2019.0,0.013,0.026,0.006,0.0,0.006
1774,2019.0,0.007,0.024,0.0,0.0,0.0
1775,2019.0,0.047,0.02,0.0,0.0,0.0
1776,2019.0,0.0,0.059,0.025,0.0,0.025
1777,2019.0,0.02,0.034,0.0,0.0,0.0
1778,2019.0,0.006,0.006,0.008,0.0,0.008
1779,2019.0,0.017,0.0,0.015,0.0,0.015
1780,2019.0,0.0,0.0,0.0,0.0,0.0
1781,2019.0,0.0,0.054,0.018,0.0,0.018
1782,2019.0,0.009,0.018,0.0,0.0,0.0
1783,2019.0,0.087,0.027,0.014,0.0,0.014
1784,2019.0,0.0,0.015,0.017,0.0,0.017
1785,2019.0,0.0,0.006,0.007,0.0,0.007
1786,2019.0,0.0,0.0,0.005,0.0,0.005
1787,2019.0,0.006,0.017,0.026,0.0,0.026
1788,2019.0,0.0,0.025,0.029,0.0,0.029
1789,2019.0,0.034,0.031,0.012,0.0,0.012
1790,2019.0,0.006,0.014,0.0,0.0,0.0
1791,2019.0,0.016,0.058,0.021,0.0,0.021
1792,2019.0,0.026,0.005,0.007,0.0,0.007
1793,2019.0,0.043,0.022,0.01,0.0,0.01
1794,2019.0,0.0,0.042,0.0,0.023,0.0
1795,2019.0,0.008,0.016,0.0,0.025,0.0
1796,2019.0,0.0,0.133,0.0,0.006,0.0
1797,2019.0,0.068,0.0,0.012,0.008,0.012
1798,2019.0,0.0,0.021,0.005,0.014,0.005
1799,2019.0,0.007,0.013,0.008,0.011,0.008
1800,2019.0,0.017,0.013,0.034,0.007,0.034
1801,2019.0,0.007,0.028,0.007,0.009,0.007
1802,2019.0,0.0,0.026,0.006,0.009,0.006
1803,2019.0,0.028,0.043,0.0,0.018,0.0
1804,2019.0,0.009,0.067,0.0,0.024,0.0
1805,2019.0,0.022,0.0,0.025,0.016,0.025
1806,2019.0,0.018,0.032,0.032,0.013,0.032
1807,2019.0,0.0,0.213,0.0,0.016,0.0
1808,2019.0,0.017,0.008,0.0,0.003,0.0
1809,2019.0,0.047,0.017,0.054,0.009,0.054
1810,2019.0,0.012,0.043,0.0,0.0,0.0
1811,2019.0,0.008,0.044,0.042,0.018,0.042
1812,2019.0,0.019,0.13,0.0,0.012,0.0
1813,2019.0,0.022,0.067,0.015,0.007,0.015
1814,2019.0,0.0,0.026,0.016,0.004,0.016
1815,2019.0,0.0,0.029,0.0,0.006,0.0
1816,2019.0,0.018,0.019,0.015,0.003,0.015
1817,2019.0,0.012,0.013,0.006,0.0,0.006
1818,2019.0,0.02,0.095,0.005,0.01,0.005
1819,2019.0,0.026,0.032,0.0,0.008,0.0
1820,2019.0,0.0,0.008,0.007,0.0,0.007
1821,2019.0,0.009,0.032,0.0,0.007,0.0
1822,2019.0,0.008,0.051,0.006,0.008,0.006
1823,2019.0,0.016,0.068,0.0,0.008,0.0
1824,2019.0,0.034,0.0,0.007,0.013,0.007
1825,2019.0,0.011,0.02,0.012,0.014,0.012
1826,2019.0,0.022,0.061,0.0,0.013,0.0
1827,2019.0,0.104,0.04,0.066,0.004,0.066
1828,2019.0,0.01,0.0,0.006,0.0,0.006
1829,2019.0,0.011,0.011,0.007,0.002,0.007
1830,2019.0,0.0,0.0,0.013,0.0,0.013
1831,2019.0,0.0,0.05,0.0,0.007,0.0
1832,2019.0,0.008,0.007,0.009,0.002,0.009
1833,2019.0,0.009,0.007,0.0,0.005,0.0
1834,2019.0,0.009,0.027,0.005,0.006,0.005
1835,2019.0,0.019,0.034,0.007,0.005,0.007
1836,2019.0,0.01,0.127,0.021,0.007,0.021
1837,2019.0,0.0,0.057,0.006,0.003,0.006
1838,2019.0,0.146,0.038,0.018,0.003,0.018
1839,2019.0,0.0,0.008,0.006,0.002,0.006
1840,2019.0,0.01,0.007,0.027,0.0,0.027
1841,2019.0,0.011,0.0,0.031,0.003,0.031
1842,2019.0,0.01,0.015,0.022,0.005,0.022
1843,2019.0,0.006,0.014,0.006,0.0,0.006
1844,2019.0,0.021,0.025,0.006,0.002,0.006
1845,2019.0,0.0,0.022,0.01,0.0,0.01
1846,2019.0,0.0,0.0,0.008,0.005,0.008
1847,2019.0,0.037,0.028,0.015,0.007,0.015
1848,2019.0,0.019,0.012,0.02,0.003,0.02
1849,2019.0,0.021,0.14,0.008,0.002,0.008
1850,2019.0,0.0,0.015,0.0,0.0,0.0
1851,2019.0,0.026,0.017,0.006,0.005,0.006
1852,2019.0,0.048,0.063,0.0,0.006,0.0
1853,2019.0,0.053,0.0,0.007,0.003,0.007
1854,2019.0,0.016,0.057,0.007,0.006,0.007
1855,2019.0,0.024,0.012,0.0,0.003,0.0
1856,2019.0,0.054,0.013,0.015,0.002,0.015
1857,2019.0,0.034,0.006,0.041,0.006,0.041
1858,2019.0,0.035,0.056,0.007,0.006,0.007
1859,2019.0,0.028,0.161,0.012,0.012,0.012
1860,2019.0,0.012,0.0,0.01,0.0,0.01
1861,2019.0,0.01,0.022,0.009,0.0,0.009
1862,2019.0,0.045,0.018,0.007,0.003,0.007
1863,2019.0,0.102,0.005,0.089,0.0,0.089
1864,2019.0,0.0,0.009,0.006,0.002,0.006
1865,2019.0,0.012,0.018,0.006,0.002,0.006
1866,2019.0,0.0,0.018,0.0,0.002,0.0
1867,2019.0,0.0,0.0,0.023,0.0,0.023
1868,2019.0,0.027,0.029,0.008,0.006,0.008
1869,2019.0,0.02,0.0,0.006,0.0,0.006
1870,2019.0,0.013,0.032,0.146,0.004,0.146
1871,2019.0,0.009,0.017,0.01,0.0,0.01
1872,2019.0,0.009,0.0,0.007,0.0,0.007
1873,2019.0,0.017,0.006,0.011,0.0,0.011
1874,2019.0,0.055,0.006,0.007,0.0,0.007
1875,2019.0,0.289,0.042,0.018,0.006,0.018
1876,2019.0,0.094,0.0,0.054,0.0,0.054
1877,2019.0,0.121,0.041,0.023,0.004,0.023
1878,2019.0,0.245,0.009,0.023,0.003,0.023
1879,2019.0,0.776,0.115,0.064,0.004,0.064
1880,2019.0,0.078,0.035,0.021,0.0,0.021
1881,2019.0,0.008,0.0,0.0,0.0,0.0
1882,2019.0,0.034,0.086,0.006,0.003,0.006
1883,2019.0,0.044,0.015,0.054,0.0,0.054
1884,2019.0,0.036,0.06,0.008,0.003,0.008
1885,2019.0,0.028,0.026,0.009,0.002,0.009
1886,2019.0,0.019,0.062,0.0,0.002,0.0
1887,2019.0,0.019,0.07,0.0,0.002,0.0
1888,2019.0,0.019,0.057,0.006,0.002,0.006
1889,2019.0,0.025,0.068,0.011,0.002,0.011
1890,2019.0,0.014,0.173,0.0,0.005,0.0
1891,2019.0,0.017,0.018,0.032,0.002,0.032
1892,2019.0,0.008,0.016,0.016,0.0,0.016
1893,2019.0,0.005,0.011,0.01,0.0,0.01
1894,2019.0,0.006,0.022,0.009,0.0,0.009
1895,2019.0,0.006,0.028,0.007,0.0,0.007
1896,2019.0,0.014,0.0,0.01,0.0,0.01
1897,2019.0,0.043,0.021,0.02,0.003,0.02
1898,2019.0,0.152,0.03,0.029,0.0,0.029
1899,2019.0,0.009,0.025,0.007,0.004,0.007
1900,2019.0,0.013,0.066,0.01,0.006,0.01
1901,2019.0,0.067,0.087,0.021,0.007,0.021
1902,2019.0,0.0,0.0,0.005,0.0,0.005
1903,2019.0,0.039,0.034,0.082,0.007,0.082
1904,2019.0,0.025,0.054,0.036,0.012,0.036
1905,2019.0,0.0,0.099,0.011,0.005,0.011
1906,2019.0,0.056,0.02,0.013,0.0,0.013
1907,2019.0,0.005,0.031,0.0,0.007,0.0
1908,2019.0,0.007,0.021,0.007,0.007,0.007
1909,2019.0,0.258,0.027,0.007,0.0,0.007
1910,2019.0,0.0,0.033,0.025,0.0,0.025
1911,2019.0,0.048,0.063,0.01,0.01,0.01
1912,2019.0,0.0,0.042,0.005,0.005,0.005
1913,2019.0,0.01,0.038,0.009,0.0,0.009
1914,2019.0,0.075,0.025,0.007,0.005,0.007
1915,2019.0,0.0,0.0,0.0,0.0,0.0
1916,2019.0,0.011,0.054,0.01,0.007,0.01
1917,2019.0,0.0,0.0,0.0,0.0,0.0
1918,2019.0,0.014,0.009,0.095,0.008,0.095
1919,2019.0,0.079,0.019,0.0,0.003,0.0
1920,2019.0,0.03,0.033,0.076,0.004,0.076
1921,2019.0,0.008,0.007,0.006,0.0,0.006
1922,2019.0,0.053,0.025,0.0,0.0,0.0
1923,2019.0,0.08,0.0,0.013,0.006,0.013
1924,2019.0,0.009,0.024,0.0,0.002,0.0
1925,2019.0,0.008,0.011,0.015,0.0,0.015
1926,2019.0,0.011,0.039,0.008,0.0,0.008
1927,2019.0,0.01,0.031,0.007,0.0,0.007
1928,2019.0,0.013,0.029,0.007,0.0,0.007
1929,2019.0,0.006,0.0,0.0,0.0,0.0
1930,2019.0,0.0,0.021,0.0,0.0,0.0
1931,2019.0,0.312,0.069,0.006,0.0,0.006
1932,2019.0,0.0,0.102,0.021,0.002,0.021
1933,2019.0,0.028,0.089,0.008,0.004,0.008
1934,2019.0,0.014,0.019,0.03,0.0,0.03
1935,2019.0,0.009,0.182,0.139,0.006,0.139
1936,2019.0,0.032,0.011,0.011,0.0,0.011
1937,2019.0,0.0,0.018,0.0,0.0,0.0
1938,2019.0,0.16,0.067,0.036,0.0,0.036
1939,2019.0,0.107,0.016,0.015,0.0,0.015
1940,2019.0,0.027,0.023,0.006,0.0,0.006
1941,2019.0,0.832,0.094,0.009,0.0,0.009
1942,2019.0,0.014,0.089,0.012,0.002,0.012
1943,2019.0,0.063,0.028,0.011,0.0,0.011
1944,2019.0,0.013,0.007,0.007,0.0,0.007
1945,2019.0,0.011,0.0,0.0,0.0,0.0
1946,2019.0,0.107,0.0,0.008,0.0,0.008
1947,2019.0,0.038,0.032,0.017,0.0,0.017
1948,2019.0,0.006,0.005,0.0,0.0,0.0
1949,2019.0,0.006,0.155,0.0,0.003,0.0
1950,2019.0,0.005,0.14,0.019,0.003,0.019
1951,2019.0,0.01,0.014,0.0,0.0,0.0
1952,2019.0,0.0,0.014,0.0,0.0,0.0
1953,2019.0,0.08,0.012,0.024,0.003,0.024
1954,2019.0,0.015,0.02,0.033,0.0,0.033
1955,2019.0,0.009,0.007,0.051,0.0,0.051
1956,2019.0,0.07,0.025,0.007,0.0,0.007
1957,2019.0,0.0,0.016,0.0,0.0,0.0
1958,2019.0,0.013,0.016,0.008,0.0,0.008
1959,2019.0,0.014,0.021,0.009,0.0,0.009
1960,2019.0,0.0,0.038,0.0,0.0,0.0
1961,2019.0,0.022,0.051,0.0,0.0,0.0
1962,2019.0,0.063,0.071,0.032,0.0,0.032
1963,2019.0,0.147,0.066,0.007,0.0,0.007
1964,2019.0,0.02,0.016,0.0,0.0,0.0
1965,2019.0,0.0,0.011,0.0,0.0,0.0
1966,2019.0,0.006,0.127,0.03,0.003,0.03
1967,2019.0,0.05,0.015,0.038,0.0,0.038
1968,2019.0,0.064,0.018,0.0,0.0,0.0
1969,2019.0,0.11,0.169,0.006,0.003,0.006
1970,2019.0,0.014,0.007,0.006,0.0,0.006
1971,2019.0,0.006,0.008,0.0,0.0,0.0
1972,2019.0,0.006,0.037,0.0,0.0,0.0
1973,2019.0,0.012,0.05,0.0,0.0,0.0
1974,2019.0,0.05,0.126,0.0,0.003,0.0
1975,2019.0,0.013,0.011,0.166,0.0,0.166
1976,2019.0,0.217,0.038,0.042,0.0,0.042
1977,2019.0,0.0,0.063,0.005,0.0,0.005
1978,2019.0,0.005,0.024,0.0,0.0,0.0
1979,2019.0,0.016,0.009,0.0,0.0,0.0
1980,2019.0,0.02,0.012,0.0,0.0,0.0
1981,2019.0,0.015,0.0,0.009,0.0,0.009
1982,2019.0,0.088,0.073,0.038,0.0,0.038
1983,2019.0,0.083,0.027,0.011,0.003,0.011
1984,2019.0,0.019,0.033,0.0,0.0,0.0
1985,2019.0,0.079,0.01,0.01,0.0,0.01
1986,2019.0,0.04,0.028,0.0,0.0,0.0
1987,2019.0,0.388,0.07,0.052,0.0,0.052
1988,2019.0,0.043,0.007,0.011,0.0,0.011
1989,2019.0,0.74,0.141,0.057,0.002,0.057
1990,2019.0,0.03,0.022,0.009,0.0,0.009
1991,2019.0,0.025,0.052,0.0,0.0,0.0
1992,2019.0,0.057,0.053,0.025,0.0,0.025
1993,2019.0,0.819,0.008,0.009,0.0,0.009
1994,2019.0,0.365,0.009,0.014,0.0,0.014
1995,2019.0,0.0,0.132,0.009,0.003,0.009
1996,2019.0,0.443,0.019,0.0,0.0,0.0
1997,2019.0,0.053,0.144,0.039,0.0,0.039
1998,2019.0,0.133,0.056,0.0,0.0,0.0
1999,2019.0,0.0,0.021,0.0,0.0,0.0
2000,2019.0,0.01,0.061,0.0,0.0,0.0
2001,2019.0,0.036,0.019,0.042,0.0,0.042
2002,2019.0,0.096,0.124,0.0,0.0,0.0
2003,2019.0,0.025,0.02,0.012,0.0,0.012
2004,2019.0,0.022,0.037,0.011,0.0,0.011
2005,2019.0,0.0,0.0,0.018,0.0,0.018
2006,2019.0,0.011,0.006,0.005,0.0,0.005
2007,2019.0,0.03,0.073,0.0,0.0,0.0
2008,2019.0,0.021,0.018,0.009,0.0,0.009
2009,2019.0,0.078,0.071,0.011,0.0,0.011
2010,2019.0,0.055,0.028,0.022,0.0,0.022
2011,2019.0,0.203,0.013,0.017,0.0,0.017
2012,2019.0,0.64,0.107,0.05,0.003,0.05
2013,2019.0,0.174,0.057,0.034,0.0,0.034
2014,2019.0,0.023,0.086,0.016,0.002,0.016
2015,2019.0,0.187,0.033,0.157,0.0,0.157
2016,2019.0,0.523,0.072,0.007,0.0,0.007
2017,2019.0,0.0,0.237,0.0,0.003,0.0
2018,2019.0,0.008,0.022,0.0,0.0,0.0
2019,2019.0,0.006,0.035,0.0,0.0,0.0
2020,2019.0,0.017,0.013,0.012,0.0,0.012
2021,2019.0,0.008,0.006,0.007,0.0,0.007
2022,2019.0,0.012,0.019,0.134,0.009,0.134
2023,2019.0,0.009,0.013,0.0,0.0,0.0
2024,2019.0,0.015,0.0,0.006,0.003,0.006
2025,2019.0,0.02,0.028,0.0,0.0,0.0
2026,2019.0,0.025,0.05,0.008,0.0,0.008
2027,2019.0,0.03,0.046,0.02,0.0,0.02
2028,2019.0,0.156,0.013,0.175,0.0,0.175
2029,2019.0,0.0,0.087,0.037,0.002,0.037
2030,2019.0,0.017,0.021,0.0,0.0,0.0
2031,2019.0,0.007,0.022,0.0,0.0,0.0
2032,2019.0,0.026,0.02,0.006,0.0,0.006
2033,2019.0,0.012,0.011,0.009,0.0,0.009
2034,2019.0,0.013,0.007,0.006,0.0,0.006
2035,2019.0,0.076,0.016,0.008,0.002,0.008
2036,2019.0,0.0,0.0,0.03,0.0,0.03
2037,2019.0,0.0,0.0,0.0,0.0,0.0
2038,2019.0,0.008,0.007,0.0,0.0,0.0
2039,2019.0,0.0,0.007,0.0,0.0,0.0
2040,2019.0,0.015,0.065,0.034,0.0,0.034
2041,2019.0,0.033,0.0,0.017,0.0,0.017
2042,2019.0,0.007,0.01,0.015,0.0,0.015
2043,2019.0,0.063,0.0,0.035,0.0,0.035
2044,2019.0,0.005,0.0,0.0,0.0,0.0
2045,2019.0,0.024,0.067,0.222,0.003,0.222
2046,2019.0,0.01,0.012,0.0,0.0,0.0
2047,2019.0,0.218,0.008,0.026,0.0,0.026
2048,2019.0,0.039,0.0,0.005,0.0,0.005
2049,2019.0,0.006,0.009,0.05,0.0,0.05
2050,2019.0,0.017,0.0,0.039,0.0,0.039
2051,2019.0,0.02,0.0,0.0,0.0,0.0
2052,2019.0,0.039,0.0,0.009,0.0,0.009
2053,2019.0,0.018,0.026,0.007,0.0,0.007
2054,2019.0,0.016,0.0,0.0,0.0,0.0
2055,2019.0,0.022,0.0,0.005,0.0,0.005
2056,2019.0,0.007,0.009,0.0,0.0,0.0
2057,2019.0,0.0,0.0,0.0,0.0,0.0
2058,2019.0,0.008,0.009,0.005,0.0,0.005
2059,2019.0,0.008,0.014,0.006,0.0,0.006
2060,2019.0,0.012,0.007,0.013,0.0,0.013
2061,2019.0,0.063,0.008,0.025,0.0,0.025
2062,2019.0,0.012,0.0,0.009,0.0,0.009
2063,2019.0,0.034,0.018,0.079,0.003,0.079
2064,2019.0,0.028,0.042,0.0,0.0,0.0
2065,2019.0,0.093,0.057,0.006,0.0,0.006
2066,2019.0,0.011,0.011,0.009,0.0,0.009
2067,2019.0,0.01,0.01,0.009,0.0,0.009
2068,2019.0,0.02,0.01,0.0,0.0,0.0
2069,2019.0,0.016,0.018,0.013,0.0,0.013
2070,2019.0,0.026,0.006,0.005,0.0,0.005
2071,2019.0,0.009,0.007,0.0,0.0,0.0
2072,2019.0,0.025,0.035,0.012,0.0,0.012
2073,2019.0,0.013,0.013,0.0,0.0,0.0
2074,2019.0,0.057,0.008,0.007,0.0,0.007
2075,2019.0,0.041,0.022,0.016,0.0,0.016
2076,2019.0,0.097,0.025,0.0,0.0,0.0
2077,2019.0,0.008,0.0,0.0,0.0,0.0
2078,2019.0,0.0,0.0,0.0,0.0,0.0
2079,2019.0,0.02,0.027,0.0,0.0,0.0
2080,2019.0,0.014,0.038,0.005,0.0,0.005
2081,2019.0,0.01,0.009,0.039,0.0,0.039
2082,2019.0,0.041,0.017,0.006,0.0,0.006
2083,2019.0,0.011,0.0,0.0,0.0,0.0
2084,2019.0,0.031,0.032,0.023,0.0,0.023
2085,2019.0,0.022,0.0,0.0,0.0,0.0
2086,2019.0,0.044,0.073,0.287,0.029,0.287
2087,2019.0,0.021,0.021,0.007,0.0,0.007
2088,2019.0,0.01,0.007,0.0,0.0,0.0
2089,2019.0,0.25,0.0,0.007,0.0,0.007
2090,2019.0,0.022,0.021,0.0,0.0,0.0
2091,2019.0,0.017,0.0,0.008,0.0,0.008
2092,2019.0,0.06,0.026,0.009,0.0,0.009
2093,2019.0,0.029,0.108,0.011,0.0,0.011
2094,2019.0,0.016,0.014,0.013,0.0,0.013
2095,2019.0,0.0,0.064,0.009,0.0,0.009
2096,2019.0,0.019,0.0,0.015,0.0,0.015
2097,2019.0,0.095,0.01,0.029,0.0,0.029
2098,2019.0,0.01,0.0,0.005,0.0,0.005
2099,2019.0,0.006,0.033,0.01,0.0,0.01
2100,2019.0,0.019,0.0,0.0,0.0,0.0
2101,2019.0,0.017,0.008,0.0,0.0,0.0
2102,2019.0,0.03,0.019,0.015,0.0,0.015
2103,2019.0,0.041,0.009,0.0,0.0,0.0
2104,2019.0,0.016,0.01,0.011,0.0,0.011
2105,2019.0,0.009,0.0,0.0,0.0,0.0
2106,2019.0,0.014,0.023,0.0,0.0,0.0
2107,2019.0,0.033,0.0,0.008,0.0,0.008
2108,2019.0,0.017,0.056,0.0,0.0,0.0
2109,2019.0,0.016,0.013,0.009,0.0,0.009
2110,2019.0,0.011,0.01,0.0,0.0,0.0
2111,2019.0,0.021,0.05,0.006,0.0,0.006
2112,2019.0,0.024,0.0,0.006,0.0,0.006
2113,2019.0,0.021,0.102,0.0,0.0,0.0
2114,2019.0,0.0,0.0,0.0,0.0,0.0
2115,2019.0,0.081,0.011,0.022,0.0,0.022
2116,2019.0,0.0,0.0,0.0,0.0,0.0
2117,2019.0,0.0,0.0,0.0,0.0,0.0
2118,2019.0,0.011,0.02,0.0,0.0,0.0
2119,2019.0,0.037,0.03,0.008,0.0,0.008
2120,2019.0,0.011,0.013,0.015,0.0,0.015
2121,2019.0,0.034,0.026,0.04,0.0,0.04
2122,2019.0,0.043,2.53,0.018,0.002,0.018
2123,2019.0,0.02,0.041,0.0,0.0,0.0
2124,2020.0,0.0,0.031,0.0,0.0,0.0
2125,2020.0,0.011,0.0,0.0,0.0,0.0
2126,2020.0,0.006,0.0,0.0,0.0,0.0
2127,2020.0,0.009,0.015,0.0,0.0,0.0
2128,2020.0,0.0,0.005,0.0,0.0,0.0
2129,2020.0,0.012,0.005,0.009,0.0,0.009
2130,2020.0,0.171,0.867,0.483,0.004,0.483
2131,2020.0,0.008,0.011,0.008,0.0,0.008
2132,2020.0,0.014,0.06,0.035,0.0,0.035
2133,2020.0,0.017,0.026,0.0,0.0,0.0
2134,2020.0,0.006,0.0,0.0,0.0,0.0
2135,2020.0,0.012,0.005,0.0,0.0,0.0
2136,2020.0,0.013,0.03,0.046,0.0,0.046
2137,2020.0,0.0,0.0,0.0,0.0,0.0
2138,2020.0,0.008,0.0,0.0,0.0,0.0
2139,2020.0,0.009,0.013,0.0,0.0,0.0
